"Genus","taxon_beta","BDI_category_antidepressant_uselow+yes_beta","BDI_category_antidepressant_usehigh+no_beta","BDI_category_antidepressant_usehigh+yes_beta","taxon_se","BDI_category_antidepressant_uselow+yes_se","BDI_category_antidepressant_usehigh+no_se","BDI_category_antidepressant_usehigh+yes_se","taxon_W","BDI_category_antidepressant_uselow+yes_W","BDI_category_antidepressant_usehigh+no_W","BDI_category_antidepressant_usehigh+yes_W","taxon_p_val","BDI_category_antidepressant_uselow+yes_p_val","BDI_category_antidepressant_usehigh+no_p_val","BDI_category_antidepressant_usehigh+yes_p_val","taxon_q_val","BDI_category_antidepressant_uselow+yes_q_val","BDI_category_antidepressant_usehigh+no_q_val","BDI_category_antidepressant_usehigh+yes_q_val","taxon_diff_abn","BDI_category_antidepressant_uselow+yes_diff_abn","BDI_category_antidepressant_usehigh+no_diff_abn","BDI_category_antidepressant_usehigh+yes_diff_abn"
"53","40f29bc827ddfc03d7fb5b76fb311557",-0.289388790069139,0.553866316739028,-0.0651429127276172,"40f29bc827ddfc03d7fb5b76fb311557",0.361263654050638,0.290240471038354,0.355924998685478,"40f29bc827ddfc03d7fb5b76fb311557",-0.801045958607768,1.90830146725415,-0.183024269068502,"40f29bc827ddfc03d7fb5b76fb311557",0.423105040004964,0.0563522634851173,0.854778976284158,"40f29bc827ddfc03d7fb5b76fb311557",0.8370044680422,0.238668410054614,0.982590620158387,"40f29bc827ddfc03d7fb5b76fb311557",FALSE,FALSE,FALSE
"54","9f05e4992392a05c38e1c790e07f3e5c",-0.0236531223419983,0.0667339895595106,-0.130765191110112,"9f05e4992392a05c38e1c790e07f3e5c",0.532761361149972,0.309183271348946,0.360233658618581,"9f05e4992392a05c38e1c790e07f3e5c",-0.0443972180920605,0.215839586884357,-0.363001035526687,"9f05e4992392a05c38e1c790e07f3e5c",0.964587779105078,0.829112789658332,0.716604110779289,"9f05e4992392a05c38e1c790e07f3e5c",0.964587779105078,0.890986878438805,0.982590620158387,"9f05e4992392a05c38e1c790e07f3e5c",FALSE,FALSE,FALSE
"55","84b17f815f1e8767da103f96068901ec",0.566776716964351,1.40234456425481,0.178331701611591,"84b17f815f1e8767da103f96068901ec",0.506203321148477,0.496172208831581,0.365041010824765,"84b17f815f1e8767da103f96068901ec",1.11966218569733,2.82632630222708,0.488525114503362,"84b17f815f1e8767da103f96068901ec",0.262857744929583,0.00470852727974183,0.625177941139949,"84b17f815f1e8767da103f96068901ec",0.8370044680422,0.06017967253978,0.957719399193114,"84b17f815f1e8767da103f96068901ec",FALSE,FALSE,FALSE
"56","f247c06edb93b0f02277e395b87328aa",0.721259842057427,0.854234581396635,-0.0702531117093451,"f247c06edb93b0f02277e395b87328aa",0.317579695620033,0.470046439526022,0.327100135031433,"f247c06edb93b0f02277e395b87328aa",2.27111446986326,1.81734081904336,-0.214775550926,"f247c06edb93b0f02277e395b87328aa",0.0231400492652536,0.0691649434206172,0.829942315607906,"f247c06edb93b0f02277e395b87328aa",0.360786997209945,0.262098732962339,0.982590620158387,"f247c06edb93b0f02277e395b87328aa",FALSE,FALSE,FALSE
"57","970c4c927d69ee41accb2c1a29f9a023",-0.106199903661497,-0.509605870625279,-0.0283287514022647,"970c4c927d69ee41accb2c1a29f9a023",0.444723384963827,0.408528866412008,0.280247562488783,"970c4c927d69ee41accb2c1a29f9a023",-0.238799908554696,-1.24741704325817,-0.101084737903469,"970c4c927d69ee41accb2c1a29f9a023",0.811260741142364,0.21224462051265,0.919483193372543,"970c4c927d69ee41accb2c1a29f9a023",0.91266833378516,0.565985654700401,0.982590620158387,"970c4c927d69ee41accb2c1a29f9a023",FALSE,FALSE,FALSE
"58","00dcba6e262a3194c68f52e6af48a071",-0.0489426411601069,-0.0840201967495313,-0.166784754408372,"00dcba6e262a3194c68f52e6af48a071",0.412715072705557,0.381346147638577,0.587800867147412,"00dcba6e262a3194c68f52e6af48a071",-0.118586997172803,-0.220325279984635,-0.283743634502916,"00dcba6e262a3194c68f52e6af48a071",0.905602567406358,0.825617833274809,0.776606852890657,"00dcba6e262a3194c68f52e6af48a071",0.931516863578832,0.890986878438805,0.982590620158387,"00dcba6e262a3194c68f52e6af48a071",FALSE,FALSE,FALSE
"59","ff241ad98176a2c70cdb70878176ca2e",0.0751254914197712,0.445422943703297,0.00703680415861985,"ff241ad98176a2c70cdb70878176ca2e",0.563941457291828,0.670874517674235,0.363564372291748,"ff241ad98176a2c70cdb70878176ca2e",0.133215053527968,0.663943750982634,0.0193550432740782,"ff241ad98176a2c70cdb70878176ca2e",0.894023305961297,0.506726312848476,0.984557873952918,"ff241ad98176a2c70cdb70878176ca2e",0.931516863578832,0.769725148394673,0.994511670140347,"ff241ad98176a2c70cdb70878176ca2e",FALSE,FALSE,FALSE
"60","d039ffee9e93545befc0b24c6b1adb8a",0.162422630734155,0.578999882485187,0.317462906442221,"d039ffee9e93545befc0b24c6b1adb8a",0.423007884820792,0.636082199325487,0.316805542154232,"d039ffee9e93545befc0b24c6b1adb8a",0.383970693130143,0.910259527933919,1.00207497723531,"d039ffee9e93545befc0b24c6b1adb8a",0.701000169121655,0.362685657120504,0.316307382184532,"d039ffee9e93545befc0b24c6b1adb8a",0.880863907974857,0.769725148394673,0.785314879906425,"d039ffee9e93545befc0b24c6b1adb8a",FALSE,FALSE,FALSE
"61","94a45fbb634a4ae23f34d8160d95c8b7",-0.161272989499037,-0.292041522604284,0.128300528214137,"94a45fbb634a4ae23f34d8160d95c8b7",0.318854331199222,0.372439329139469,0.378096067941463,"94a45fbb634a4ae23f34d8160d95c8b7",-0.505788925282852,-0.784131802833641,0.339333145971783,"94a45fbb634a4ae23f34d8160d95c8b7",0.613004833884873,0.432962776121597,0.73435877547224,"94a45fbb634a4ae23f34d8160d95c8b7",0.880510117944009,0.769725148394673,0.982590620158387,"94a45fbb634a4ae23f34d8160d95c8b7",FALSE,FALSE,FALSE
"62","b8987c5d3c76dafe8b6470c5cccaba7c",-0.411377907067036,0.0400546876572007,-0.0162618417634515,"b8987c5d3c76dafe8b6470c5cccaba7c",0.337048920068313,0.988502323201793,0,"b8987c5d3c76dafe8b6470c5cccaba7c",-1.22052877957199,0.0405205801919232,-0.0625224472802211,"b8987c5d3c76dafe8b6470c5cccaba7c",0.222264486448342,0.967678099893832,0,"b8987c5d3c76dafe8b6470c5cccaba7c",0.762049667822888,0.981307368906421,0,"b8987c5d3c76dafe8b6470c5cccaba7c",FALSE,FALSE,TRUE
"63","76214bb13d1e7d69ca2f7827e3ac12e2",-0.380282322593146,0.244020834660322,-0.326574636599538,"76214bb13d1e7d69ca2f7827e3ac12e2",0.392626355595369,0.271365335196387,0.386624248199391,"76214bb13d1e7d69ca2f7827e3ac12e2",-0.968560355599398,0.899233627182795,-0.844682241531617,"76214bb13d1e7d69ca2f7827e3ac12e2",0.33276459154793,0.368528232342299,0.398288277166633,"76214bb13d1e7d69ca2f7827e3ac12e2",0.8370044680422,0.769725148394673,0.819335884457073,"76214bb13d1e7d69ca2f7827e3ac12e2",FALSE,FALSE,FALSE
"64","18f3b811ae49dad2e01b20f5f39d10a7",0.27539516768762,0.179965394886593,1.3342855068747,"18f3b811ae49dad2e01b20f5f39d10a7",0.495406581408669,0.548099061300576,0.482570719403285,"18f3b811ae49dad2e01b20f5f39d10a7",0.55589727311362,0.328344650800086,2.76495330782728,"18f3b811ae49dad2e01b20f5f39d10a7",0.578281082490802,0.742651087334624,0.00569309442103449,"18f3b811ae49dad2e01b20f5f39d10a7",0.879963989926103,0.862942017917365,0.086509374997925,"18f3b811ae49dad2e01b20f5f39d10a7",FALSE,FALSE,FALSE
"65","6f0b4058c92e83c77533a218739a0e38",-0.165802292140184,-0.663287422356809,0.520168429171602,"6f0b4058c92e83c77533a218739a0e38",0.363339225650233,0.243097009970718,0.289412498777989,"6f0b4058c92e83c77533a218739a0e38",-0.456329183405574,-2.72848860805283,1.79732537940813,"6f0b4058c92e83c77533a218739a0e38",0.64815328126434,0.00636252877708089,0.0722839793915993,"6f0b4058c92e83c77533a218739a0e38",0.880510117944009,0.06017967253978,0.334102088420647,"6f0b4058c92e83c77533a218739a0e38",FALSE,FALSE,FALSE
"66","86b5603a79c587d59312beef52df3409",0.242321264730872,-0.0859435620665084,-0.0673007841595298,"86b5603a79c587d59312beef52df3409",0.330660750902688,0.27768024800513,0.454669458865759,"86b5603a79c587d59312beef52df3409",0.732839516239368,-0.309505493040761,-0.148021343521559,"86b5603a79c587d59312beef52df3409",0.463656316587291,0.756937034322761,0.882325924093816,"86b5603a79c587d59312beef52df3409",0.856089001950198,0.86507089636887,0.982590620158387,"86b5603a79c587d59312beef52df3409",FALSE,FALSE,FALSE
"67","d09403349a5dd3a0f4c6bea754072bc5",-0.789967163339254,0.336028089518434,-0.0907978183638639,"d09403349a5dd3a0f4c6bea754072bc5",0.539017639457595,0.545267299745832,0.487863294876585,"d09403349a5dd3a0f4c6bea754072bc5",-1.46556829593589,0.616263050571836,-0.18611323974851,"d09403349a5dd3a0f4c6bea754072bc5",0.142765933714623,0.537720921162988,0.852355959490071,"d09403349a5dd3a0f4c6bea754072bc5",0.59237168883182,0.769725148394673,0.982590620158387,"d09403349a5dd3a0f4c6bea754072bc5",FALSE,FALSE,FALSE
"68","5d1a7a11e80c627fbc98743087f309f0",-0.388279988089606,-0.966653216642132,-0.0373539425369962,"5d1a7a11e80c627fbc98743087f309f0",0.249003227626235,0.395819473372618,0.364953239823392,"5d1a7a11e80c627fbc98743087f309f0",-1.55933716920502,-2.44215679538369,-0.102352681003935,"5d1a7a11e80c627fbc98743087f309f0",0.118916598776034,0.0145998040997022,0.918476741433184,"5d1a7a11e80c627fbc98743087f309f0",0.570799674124962,0.103828258806235,0.982590620158387,"5d1a7a11e80c627fbc98743087f309f0",FALSE,FALSE,FALSE
"69","4a21bd45b5ff48f40bbcadf6930fc3ee",-1.32475027112181,-0.280718478594177,-0.215218815323573,"4a21bd45b5ff48f40bbcadf6930fc3ee",0.697653661995351,0.366399142779191,0.615187946057019,"4a21bd45b5ff48f40bbcadf6930fc3ee",-1.89886521534612,-0.766154845409534,-0.349842380207536,"4a21bd45b5ff48f40bbcadf6930fc3ee",0.0575821998968851,0.443584172371469,0.726456991522407,"4a21bd45b5ff48f40bbcadf6930fc3ee",0.414591839257573,0.769725148394673,0.982590620158387,"4a21bd45b5ff48f40bbcadf6930fc3ee",FALSE,FALSE,FALSE
"70","9d7e2f75c0754a3aaf6bf21a479a0046",0.545499168377121,0.946776048717298,-0.275134270222229,"9d7e2f75c0754a3aaf6bf21a479a0046",0.615564737127615,0.737116029644091,0.493325363770476,"9d7e2f75c0754a3aaf6bf21a479a0046",0.886176766594139,1.28443285811386,-0.557713611397117,"9d7e2f75c0754a3aaf6bf21a479a0046",0.375522281252309,0.198990542189665,0.577039961563961,"9d7e2f75c0754a3aaf6bf21a479a0046",0.8370044680422,0.555527568884809,0.923263938502337,"9d7e2f75c0754a3aaf6bf21a479a0046",FALSE,FALSE,FALSE
"71","e19dfb37adb87aa29efa97c44d2d7fbb",0.213240058279627,-0.260756687274558,1.08688817090801,"e19dfb37adb87aa29efa97c44d2d7fbb",0.363763694036964,0.653303415623593,0.627415847137808,"e19dfb37adb87aa29efa97c44d2d7fbb",0.586204895582455,-0.39913565586621,1.73232502154074,"e19dfb37adb87aa29efa97c44d2d7fbb",0.557737832233289,0.689793251036079,0.0832157093636982,"e19dfb37adb87aa29efa97c44d2d7fbb",0.879963989926103,0.856295070251685,0.334102088420647,"e19dfb37adb87aa29efa97c44d2d7fbb",FALSE,FALSE,FALSE
"72","49d3131c7f7cc227934f20ad970ead15",0.195675693949333,-0.135674937113597,0.610623377504102,"49d3131c7f7cc227934f20ad970ead15",0.485059452582449,0.41393901755738,0.366253215864432,"49d3131c7f7cc227934f20ad970ead15",0.40340558854705,-0.327765519457924,1.66721642583508,"49d3131c7f7cc227934f20ad970ead15",0.686649876187204,0.743088959873287,0.0954713777067824,"49d3131c7f7cc227934f20ad970ead15",0.880863907974857,0.862942017917365,0.334102088420647,"49d3131c7f7cc227934f20ad970ead15",FALSE,FALSE,FALSE
